user_id,nome,sobrenome,email,cpf,data_nascimento,genero,estado,estado_civil,ocupacao,nivel_educacional,faixa_renda,data_ativacao,dispositivo,telefone
U01841,Marcos Vinicius,Pinto,correiabrenda@example.net,17589549869.0,1970-01-01,Outro,PE,Viúvo/a,Estudante,Ensino Médio,Baixa,2023-01-06,iOS,(081) 6119 5450
U01967,Stella,Nascimento,correiamilena@example.org,93515004455.0,2000-06-04,M,CE,Viúvo/a,Aposentado,Técnico,Baixa,2023-01-06,iOS,(031) 1967-5284
U02321,Ian,Porto,yda-rosa@example.com,51250827276.0,1976-08-21,Outro,RJ,Divorciado/a,Empregado,Ensino Médio,Alta,2023-01-06,iOS,(011) 1506 1666
U04533,Ravi Lucca,da Conceição,tsiqueira@example.com,81567639751.0,1994-03-27,Outro,BA,Casado/a,Estudante,Técnico,Alta,2023-01-06,Android,(084) 5465-5807
U00142,Gabriel,da Mata,britoeloa@example.com,31369638089.0,1997-05-16,Outro,RJ,Solteiro/a,Autônomo,Outro,Baixa,2023-01-07,iOS,+55 (081) 9688-1399
U02035,Allana,Novais,borgescarlos-eduardo@example.com,52582194460.0,1980-03-31,F,SP,Divorciado/a,Desempregado,Técnico,Média,2023-01-07,Android,+55 (041) 4565 6364
U00779,Maria Júlia,Mendonça,monteiroeduarda@example.org,75897418438.0,1995-11-21,Outro,PR,Divorciado/a,Empregado,Técnico,Alta,2023-01-08,Android,+55 61 5379 1731
U01087,Thiago,Costela,costelanicolas@example.com,47650702269.0,1970-12-17,M,PE,Solteiro/a,Estudante,Pós-graduação,Baixa,2023-01-08,Android,(011) 5124 1321
U01356,Heitor,Ribeiro,omontenegro@example.org,96015363132.0,1994-02-03,F,SP,Casado/a,Aposentado,Pós-graduação,Baixa,2023-01-08,iOS,+55 71 6644 3632
U02912,Oliver,Farias,gael-henrique65@example.com,38997418323.0,1999-01-24,Outro,RJ,Casado/a,Estudante,Técnico,Alta,2023-01-08,iOS,61 1499 0835
U00072,Marcelo,Barros,leandrobrito@example.net,32750447851.0,1970-01-01,F,PE,Divorciado/a,Empregado,Pós-graduação,Média,2023-01-09,Android,+55 (061) 1504-1340
U00220,Vitória,Moreira,milena31@example.org,90593557270.0,1992-06-26,M,RS,Solteiro/a,Empregado,Pós-graduação,Baixa,2023-01-09,iOS,+55 41 4893 8633
U02464,Ana Lívia,Peixoto,valentim22@example.net,19994768856.0,1970-01-01,M,BA,Viúvo/a,Estudante,Outro,Média,2023-01-09,iOS,81 5417-0637
U03127,Marcela,Cavalcante,francisco25@example.net,70440034367.0,1987-11-23,Outro,RJ,Divorciado/a,Autônomo,Outro,Média,2023-01-09,iOS,+55 51 6380 7936
U03433,Léo,Castro,mendoncadante@example.net,93293379536.0,1991-04-28,Outro,RJ,Viúvo/a,Desempregado,Superior,Média,2023-01-09,iOS,41 6842 2666
U00223,Enzo Gabriel,Macedo,sousaisabella@example.com,61181016832.0,1970-01-01,F,PR,Solteiro/a,Aposentado,Outro,Média,2023-01-10,Android,0800 103 9292
U00286,Leandro,Gomes,ferreiraluiz-henrique@example.net,28693086652.0,1970-01-01,Outro,MG,Viúvo/a,Autônomo,Pós-graduação,Alta,2023-01-10,Android,+55 (084) 3658-8198
U00823,Camila,Nogueira,anthony20@example.org,88815508879.0,1992-02-01,F,RJ,Casado/a,Empregado,Pós-graduação,Baixa,2023-01-10,iOS,(051) 0628-8532
U03600,Pedro,Cassiano,nicolasbarros@example.net,99884566229.0,1986-11-07,M,BA,Casado/a,Aposentado,Superior,Alta,2023-01-10,iOS,(081) 1355-3355
U04948,Maya,Ferreira,marquesalice@example.org,99190015171.0,1988-05-19,F,PE,Divorciado/a,Aposentado,Ensino Médio,Alta,2023-01-10,iOS,+55 (081) 8916-9996
U00414,Samuel,Melo,heitor45@example.net,78991165816.0,1970-05-21,F,MG,Divorciado/a,Aposentado,Outro,Baixa,2023-01-11,Android,31 4530 3599
U00431,Dom,Ferreira,leaoisabel@example.com,43276196994.0,1970-01-01,Outro,RJ,Solteiro/a,Desempregado,Ensino Médio,Baixa,2023-01-11,iOS,+55 41 7783-6703
U01816,Pedro,Moreira,poliveira@example.net,81036131881.0,1988-12-19,Outro,RJ,Divorciado/a,Empregado,Pós-graduação,Alta,2023-01-11,iOS,(041) 2273-7404
U02266,Felipe,Rios,hadassa84@example.net,79634902884.0,1970-01-01,Outro,SP,Casado/a,Autônomo,Ensino Médio,Média,2023-01-11,iOS,+55 (011) 3767 3492
U03199,Ágatha,Aragão,jda-paz@example.com,81210586961.0,1970-01-01,M,PE,Viúvo/a,Autônomo,Pós-graduação,Baixa,2023-01-11,Android,+55 11 3769-1059
U04730,João Felipe,Lima,ana-sophiamarques@example.net,19563355070.0,1970-01-01,F,DF,Solteiro/a,Empregado,Outro,Alta,2023-01-11,iOS,+55 61 1752 6521
U01463,Allana,Cassiano,fgarcia@example.net,43930095675.0,1979-10-18,F,MG,Viúvo/a,Aposentado,Ensino Médio,Baixa,2023-01-12,Android,(031) 8993-8619
U04828,Joana,Correia,fcosta@example.net,96598890992.0,1970-01-01,Outro,DF,Viúvo/a,Desempregado,Outro,Média,2023-01-12,iOS,+55 (084) 9854 4927
U04112,Luana,Ferreira,fmoraes@example.net,42362379429.0,1998-11-07,M,PR,Casado/a,Estudante,Ensino Médio,Média,2023-01-13,iOS,41 4615 7492
U01426,Ravy,Pastor,mariane70@example.com,40955923184.0,1970-01-01,Outro,RS,Divorciado/a,Autônomo,Ensino Médio,Média,2023-01-14,Android,(021) 0235-6845
U01908,Lucca,da Cruz,teixeiraantonella@example.org,19293018532.0,2000-02-17,M,MG,Divorciado/a,Empregado,Técnico,Baixa,2023-01-14,iOS,71 4951-2349
U03467,Maria Cecília,Lopes,onogueira@example.net,19037343794.0,2005-05-24,M,SP,Divorciado/a,Desempregado,Outro,Baixa,2023-01-14,iOS,(084) 9582 1537
U04063,Luara,Mendonça,ana-julia38@example.net,77053037103.0,1974-07-28,M,BA,Casado/a,Empregado,Ensino Médio,Alta,2023-01-14,Android,51 6658 9041
U04455,Maitê,Abreu,duartearthur@example.com,82189381210.0,2001-10-12,Outro,BA,Divorciado/a,Empregado,Pós-graduação,Baixa,2023-01-14,iOS,41 1951 8542
U00460,Luara,Rocha,lavinia19@example.com,86737122031.0,1974-02-11,M,BA,Solteiro/a,Autônomo,Ensino Médio,Alta,2023-01-15,iOS,(071) 4058-2952
U00905,Nina,Gomes,ypires@example.net,49542741736.0,1991-01-16,Outro,PE,Casado/a,Aposentado,Ensino Médio,Média,2023-01-15,iOS,+55 61 3823 1078
U01211,Asafe,da Rocha,joao-guilhermeda-mata@example.org,68366467230.0,1972-05-20,F,CE,Divorciado/a,Autônomo,Outro,Alta,2023-01-15,iOS,(081) 7078 1562
U01599,Dante,da Luz,thiago83@example.com,13771819037.0,1983-07-31,M,RJ,Divorciado/a,Aposentado,Técnico,Alta,2023-01-16,Android,+55 (041) 4303 1409
U02951,Ana Liz,Pinto,aragaolucas@example.com,35825450704.0,1970-01-01,M,CE,Solteiro/a,Aposentado,Outro,Média,2023-01-16,Android,+55 (041) 6760 6718
U03086,Olivia,Aparecida,yribeiro@example.org,11012295409.0,1982-11-14,F,DF,Divorciado/a,Estudante,Técnico,Baixa,2023-01-16,iOS,0300 007 9578
U03407,Rodrigo,Sampaio,cecilia95@example.net,98604912251.0,2003-10-17,M,PR,Viúvo/a,Estudante,Técnico,Baixa,2023-01-17,iOS,(081) 4710-6688
U03453,Maria Eduarda,Mendonça,barrosenzo@example.com,63991126062.0,2007-01-19,Outro,BA,Casado/a,Empregado,Técnico,Baixa,2023-01-17,iOS,+55 61 3578-7802
U04212,Julia,da Conceição,duarteluigi@example.org,77784451088.0,1970-01-01,F,MG,Solteiro/a,Autônomo,Ensino Médio,Baixa,2023-01-17,Android,31 5719-8276
U01466,Maria Julia,Novais,bernardo66@example.net,54263988661.0,2005-03-06,F,PR,Solteiro/a,Desempregado,Ensino Médio,Média,2023-01-18,Android,(021) 9877-0732
U03019,Catarina,Novaes,pfarias@example.net,80911940091.0,1992-04-22,Outro,MG,Divorciado/a,Empregado,Ensino Médio,Baixa,2023-01-18,iOS,+55 31 4262 1980
U03037,Allana,Rocha,alexiacosta@example.net,82334982804.0,2002-11-06,M,CE,Viúvo/a,Empregado,Ensino Médio,Baixa,2023-01-18,iOS,31 3255-7607
U03251,Maria Luiza,Araújo,azevedojoao-felipe@example.org,35408807638.0,1970-01-01,M,MG,Divorciado/a,Desempregado,Técnico,Baixa,2023-01-18,Android,+55 (084) 9090 2684
U01610,Ester,Castro,camargoluiz-henrique@example.org,75340089329.0,1989-10-11,Outro,MG,Divorciado/a,Autônomo,Ensino Médio,Alta,2023-01-19,Android,+55 21 8531-0693
U02046,Fernando,Aparecida,ayla82@example.com,59903207913.0,1970-01-01,Outro,PE,Solteiro/a,Estudante,Superior,Baixa,2023-01-19,iOS,+55 (031) 4094 0251
U02943,Enzo,Cardoso,zaparecida@example.net,20583355278.0,1970-01-01,F,MG,Viúvo/a,Desempregado,Superior,Média,2023-01-19,Android,(051) 5747 0572
U01243,Raquel,Jesus,pereiraarthur-miguel@example.net,26768262265.0,2001-08-28,M,DF,Divorciado/a,Desempregado,Superior,Média,2023-01-20,Android,(031) 1370-7497
U02346,Alana,da Cruz,nicole29@example.com,57594697118.0,2006-04-30,M,BA,Solteiro/a,Empregado,Técnico,Média,2023-01-20,Android,+55 (081) 1325-1986
U03894,Brenda,Sales,oda-mata@example.net,24074379353.0,1970-01-01,F,RS,Divorciado/a,Empregado,Técnico,Alta,2023-01-20,Android,+55 61 5230 7837
U04543,Manuella,Lima,mpacheco@example.net,48493956414.0,1970-01-01,Outro,CE,Solteiro/a,Autônomo,Pós-graduação,Alta,2023-01-20,Android,11 3696-7448
U04821,Maya,Vieira,costelabenicio@example.net,28242222434.0,1970-01-01,Outro,DF,Solteiro/a,Aposentado,Pós-graduação,Média,2023-01-20,Android,+55 71 7670 0492
U00602,Ana Vitória,Novaes,handrade@example.com,19535346992.0,1984-10-17,Outro,RJ,Casado/a,Aposentado,Ensino Médio,Alta,2023-01-21,iOS,(061) 7401 4291
U01121,Gustavo Henrique,Câmara,leaoisabelly@example.org,10715807458.0,1972-07-01,F,CE,Divorciado/a,Desempregado,Ensino Médio,Média,2023-01-21,iOS,+55 61 3035-2603
U02172,Sophie,Rodrigues,luiz-henriquefarias@example.org,60477473981.0,1970-01-01,M,SP,Casado/a,Aposentado,Técnico,Média,2023-01-21,iOS,+55 11 9120 4111
U03129,Vinicius,Caldeira,brunasousa@example.org,13141547298.0,1970-01-01,Outro,BA,Divorciado/a,Aposentado,Outro,Média,2023-01-21,Android,61 5514 7298
U03443,Davi,Vieira,nogueiradiego@example.org,82675591597.0,1970-01-01,F,RJ,Divorciado/a,Aposentado,Superior,Alta,2023-01-21,Android,(084) 8808-3118
U03752,Luiz Felipe,Mendes,borgesana-cecilia@example.com,46698192800.0,1970-01-01,Outro,CE,Casado/a,Aposentado,Técnico,Alta,2023-01-21,iOS,(031) 0986-5555
U04321,Fernando,Duarte,fborges@example.com,26438091564.0,1996-07-31,Outro,DF,Divorciado/a,Estudante,Superior,Baixa,2023-01-21,Android,+55 84 0203 9551
U00689,Jade,Fogaça,dmelo@example.org,61437967696.0,2003-07-29,F,SP,Divorciado/a,Desempregado,Outro,Baixa,2023-01-22,Android,(021) 6650-5029
U01435,Ana Lívia,Rios,riosliz@example.com,94125055331.0,1970-01-01,M,CE,Divorciado/a,Aposentado,Outro,Alta,2023-01-22,Android,81 2634 6391
U02667,Léo,Borges,cdas-neves@example.com,19667281176.0,1988-06-30,M,RJ,Viúvo/a,Aposentado,Outro,Baixa,2023-01-22,Android,+55 (061) 9123 2013
U00763,Sabrina,Moraes,dpires@example.net,15820400394.0,1970-01-01,M,SP,Divorciado/a,Desempregado,Superior,Alta,2023-01-23,Android,81 6139-1603
U00830,Mateus,Dias,leaomatteo@example.com,40052489329.0,1970-01-01,F,BA,Solteiro/a,Estudante,Técnico,Alta,2023-01-23,iOS,41 0080 0649
U01880,Cecilia,Ferreira,luan56@example.net,56815741360.0,1983-08-26,Outro,RJ,Divorciado/a,Autônomo,Pós-graduação,Alta,2023-01-23,Android,(011) 2353 6538
U02921,José,Costa,rcaldeira@example.com,35164857393.0,1979-08-24,M,CE,Divorciado/a,Estudante,Superior,Alta,2023-01-23,iOS,+55 (061) 3809 1709
U04650,Marcela,Cirino,aragaoclara@example.com,43869807187.0,1977-11-13,M,SP,Solteiro/a,Autônomo,Superior,Média,2023-01-23,iOS,(031) 1357-4766
U00556,Vinícius,Brito,maria-luisa87@example.org,39780411648.0,1970-01-01,F,PE,Divorciado/a,Desempregado,Superior,Baixa,2023-01-24,iOS,(021) 0912-3871
U04971,Isabela,Peixoto,fogacamariana@example.org,58443828518.0,1973-04-08,F,RS,Casado/a,Autônomo,Ensino Médio,Alta,2023-01-24,iOS,+55 21 6805-1589
U02166,Isabela,Silveira,ssilva@example.net,35499203602.0,1970-01-01,M,PR,Casado/a,Autônomo,Superior,Alta,2023-01-25,Android,+55 (071) 2924-2508
U03245,Lucca,Dias,rabreu@example.net,99161820741.0,1992-05-15,F,MG,Casado/a,Aposentado,Pós-graduação,Baixa,2023-01-25,Android,+55 11 6088-2950
U04060,Rael,Marques,da-rochajose-pedro@example.org,64761196858.0,1990-04-20,Outro,RJ,Divorciado/a,Desempregado,Superior,Média,2023-01-25,Android,+55 11 9733 9390
U00575,Cauê,Guerra,oda-cruz@example.com,36307773601.0,1970-01-01,F,CE,Divorciado/a,Autônomo,Outro,Baixa,2023-01-26,iOS,(021) 9507-4247
U01021,Joaquim,Gonçalves,jda-costa@example.net,54042915511.0,1970-01-01,Outro,DF,Viúvo/a,Empregado,Ensino Médio,Alta,2023-01-26,iOS,31 7029-7194
U02970,Helena,Novaes,afernandes@example.net,19321556396.0,1970-01-01,F,MG,Divorciado/a,Empregado,Superior,Média,2023-01-26,iOS,(011) 1747-5249
U03709,Gustavo Henrique,Araújo,caroline66@example.net,65253834534.0,1995-10-29,F,DF,Solteiro/a,Empregado,Ensino Médio,Baixa,2023-01-26,iOS,0300 330 8811
U04282,Carolina,Vasconcelos,isabelavasconcelos@example.com,66715520621.0,1970-01-01,F,PR,Solteiro/a,Estudante,Ensino Médio,Média,2023-01-26,Android,(031) 0013 5620
U00348,Ryan,Jesus,andradedanilo@example.com,42764221412.0,2004-10-16,F,SP,Solteiro/a,Empregado,Técnico,Média,2023-01-27,Android,+55 11 4505 1286
U01527,Luiz Henrique,Gonçalves,luigi95@example.com,61596349775.0,2007-03-23,M,CE,Divorciado/a,Desempregado,Pós-graduação,Alta,2023-01-27,iOS,11 3763 4519
U01062,Lorena,da Conceição,acaldeira@example.net,50919063015.0,1999-02-03,F,PE,Casado/a,Autônomo,Superior,Média,2023-01-28,Android,+55 84 6919 4499
U02060,Valentina,da Cruz,hnascimento@example.org,84585427378.0,1981-04-24,F,BA,Casado/a,Aposentado,Outro,Alta,2023-01-28,iOS,0500 867 3004
U03114,Yan,Vargas,gnunes@example.org,67831908780.0,2005-02-21,Outro,BA,Divorciado/a,Empregado,Técnico,Média,2023-01-28,Android,(051) 8793 9149
U03225,Lucas Gabriel,Silveira,wdas-neves@example.net,52115768357.0,2000-04-11,F,RJ,Casado/a,Desempregado,Técnico,Alta,2023-01-28,iOS,0900 871 6258
U04689,Luara,Porto,lucca30@example.com,60596910455.0,2002-08-19,Outro,RS,Viúvo/a,Aposentado,Superior,Baixa,2023-01-28,Android,(011) 4425-4003
U00280,Marcos Vinicius,Albuquerque,mendesgael@example.com,11748921827.0,1992-08-24,M,DF,Divorciado/a,Estudante,Ensino Médio,Alta,2023-01-29,iOS,0900-283-3816
U00557,João Pedro,Dias,carlos-eduardo11@example.org,25771531248.0,1997-05-30,M,RJ,Viúvo/a,Empregado,Superior,Alta,2023-01-29,iOS,+55 (081) 7059 8445
U00749,Lucas Gabriel,Leão,caldeirajoao-gabriel@example.org,96235660563.0,1970-01-01,M,DF,Solteiro/a,Desempregado,Pós-graduação,Média,2023-01-29,iOS,(021) 5464 5415
U01059,Emilly,Cassiano,valentim45@example.com,53979345753.0,1970-11-09,M,PE,Viúvo/a,Autônomo,Outro,Baixa,2023-01-29,Android,+55 (084) 1351 2438
U01258,Pedro,Garcia,hnascimento@example.org,14084422926.0,1983-09-02,F,PE,Casado/a,Desempregado,Superior,Média,2023-01-29,iOS,+55 (011) 5834 5577
U01433,Olivia,Alves,anna-lizleao@example.com,40745016153.0,1980-08-29,Outro,PE,Solteiro/a,Autônomo,Outro,Média,2023-01-29,iOS,21 7175-1968
U03685,Maria Laura,da Rocha,mda-cruz@example.org,16906016116.0,1970-01-01,M,RS,Solteiro/a,Empregado,Outro,Média,2023-01-29,iOS,41 7136 1878
U03812,Juan,Sales,acamargo@example.net,14069996358.0,1970-01-01,Outro,DF,Viúvo/a,Empregado,Outro,Média,2023-01-29,Android,11 8304-6581
U00850,Isaac,Almeida,maria-eduardanogueira@example.net,31744925093.0,1973-10-19,M,CE,Casado/a,Desempregado,Pós-graduação,Média,2023-01-30,iOS,+55 (061) 0915 3311
U01080,Calebe,Aparecida,stephanysiqueira@example.org,34361171229.0,1970-01-01,M,RJ,Solteiro/a,Aposentado,Técnico,Média,2023-01-30,Android,+55 (011) 5168-1379
U01606,Mirella,Cassiano,mariahalmeida@example.com,18002809674.0,2002-08-13,F,PE,Viúvo/a,Empregado,Superior,Alta,2023-01-30,Android,81 7097-3426
U02033,Lucas,Lima,maria-aliceviana@example.net,95605568616.0,1995-03-14,M,RS,Divorciado/a,Empregado,Técnico,Baixa,2023-01-30,iOS,+55 11 9609-2782
U02609,Esther,Machado,da-conceicaopietro@example.com,79393243480.0,1979-11-13,M,MG,Solteiro/a,Autônomo,Outro,Alta,2023-01-30,iOS,+55 31 5316-3859
U02733,Ian,Cunha,luigisiqueira@example.com,36607019970.0,1994-09-30,Outro,RJ,Casado/a,Aposentado,Outro,Alta,2023-01-30,Android,(071) 1604 1598
U00578,Cecilia,Albuquerque,yfernandes@example.org,32540921134.0,2007-05-30,F,MG,Solteiro/a,Estudante,Outro,Alta,2023-01-31,Android,+55 (071) 2583 7522
U00991,Ágatha,Costela,franciscoda-mota@example.org,85174785819.0,1970-01-01,F,PE,Casado/a,Aposentado,Pós-graduação,Alta,2023-01-31,Android,+55 41 8654 1712
U00425,Sophia,Fogaça,ldias@example.org,78753821163.0,1970-01-01,M,PE,Viúvo/a,Estudante,Superior,Alta,2023-02-01,Android,0800 028 2376
U01524,Fernanda,Santos,costatheo@example.net,40857316960.0,1981-11-19,Outro,PE,Viúvo/a,Desempregado,Outro,Alta,2023-02-01,iOS,+55 71 9472 4218
U02791,Calebe,Vieira,nascimentomariah@example.net,21123490520.0,1979-02-17,F,DF,Divorciado/a,Aposentado,Técnico,Baixa,2023-02-01,Android,(031) 8801-9476
U02794,Natália,da Luz,caldeiraryan@example.org,92824852509.0,1973-04-25,F,PR,Divorciado/a,Autônomo,Superior,Baixa,2023-02-01,Android,+55 81 9349 3937
U03201,Isadora,Machado,ffreitas@example.com,87353342944.0,1996-02-29,M,RS,Casado/a,Empregado,Superior,Baixa,2023-02-01,iOS,41 6086 4307
U04214,Henrique,Silva,pintolorenzo@example.com,57203706222.0,1970-01-01,M,PE,Divorciado/a,Autônomo,Superior,Baixa,2023-02-01,Android,(071) 1511-6229
U01025,Hadassa,Ramos,vinicius32@example.org,73473027066.0,1970-01-01,M,MG,Casado/a,Estudante,Pós-graduação,Alta,2023-02-02,iOS,+55 61 0322-3149
U01101,Melina,Albuquerque,peixotomatteo@example.com,32848000610.0,2007-06-25,F,BA,Casado/a,Autônomo,Outro,Baixa,2023-02-02,Android,+55 31 0198 3755
U02034,Daniel,Monteiro,gael-henrique57@example.net,54728775927.0,1971-08-06,F,BA,Solteiro/a,Estudante,Pós-graduação,Baixa,2023-02-02,Android,+55 (011) 7035 6729
U03992,Amanda,Borges,allana08@example.org,66056162983.0,1978-03-19,Outro,MG,Viúvo/a,Empregado,Técnico,Baixa,2023-02-02,iOS,+55 (041) 3501-8662
U04768,Rafaela,Sousa,luiz-henrique58@example.net,60037630672.0,1972-05-11,M,BA,Viúvo/a,Aposentado,Técnico,Média,2023-02-02,Android,+55 (061) 0360-1152
U04985,Giovanna,Siqueira,luiz-fernandonovais@example.com,11591484041.0,1998-03-20,M,BA,Viúvo/a,Estudante,Pós-graduação,Média,2023-02-02,iOS,0300-707-9136
U03528,Theodoro,Martins,icamargo@example.com,92705127056.0,1993-01-04,M,SP,Divorciado/a,Empregado,Ensino Médio,Baixa,2023-02-03,Android,+55 (051) 6130-9332
U03993,Leonardo,Mendes,nicolas28@example.org,39710728410.0,1970-01-01,M,DF,Casado/a,Desempregado,Superior,Baixa,2023-02-03,iOS,+55 11 3241 9765
U01696,Isabella,Pacheco,guerrasarah@example.com,27708186212.0,1994-07-14,M,SP,Divorciado/a,Aposentado,Pós-graduação,Média,2023-02-04,iOS,+55 (031) 2870 4537
U00511,Bernardo,Caldeira,omontenegro@example.com,59882245535.0,1970-01-01,Outro,BA,Solteiro/a,Estudante,Outro,Baixa,2023-02-05,iOS,0300 175 6188
U02725,Maria Laura,Andrade,dda-paz@example.net,35341935703.0,1984-01-26,M,DF,Solteiro/a,Estudante,Ensino Médio,Média,2023-02-05,Android,+55 (011) 1977 4125
U03364,Mathias,Pereira,barrosmaria-eduarda@example.org,86989213031.0,1970-01-01,M,PR,Viúvo/a,Autônomo,Outro,Alta,2023-02-05,iOS,+55 21 4579-5762
U04507,Ana Julia,Alves,thiagogoncalves@example.com,40830072967.0,1998-09-07,M,RJ,Solteiro/a,Aposentado,Superior,Baixa,2023-02-05,Android,+55 81 0720-2133
U04733,Yasmin,Mendonça,esterda-rocha@example.org,16760119184.0,2001-08-27,M,SP,Viúvo/a,Desempregado,Pós-graduação,Baixa,2023-02-05,Android,(084) 2882 8180
U04817,Maria Isis,Ferreira,melojoao-vitor@example.com,48989410187.0,1990-05-06,M,SP,Solteiro/a,Empregado,Superior,Média,2023-02-05,Android,+55 71 0272 0193
U03482,Josué,Teixeira,borgeslucas@example.com,37538641262.0,1993-03-28,Outro,RJ,Casado/a,Autônomo,Ensino Médio,Alta,2023-02-06,Android,+55 51 1828 0617
U03891,Samuel,Nogueira,alicemelo@example.org,41956698288.0,1988-03-22,Outro,BA,Solteiro/a,Empregado,Técnico,Alta,2023-02-06,iOS,(031) 8633-3468
U04371,Giovanna,Pimenta,isabelbarros@example.com,53313499286.0,1996-06-26,F,RS,Casado/a,Desempregado,Pós-graduação,Baixa,2023-02-06,iOS,+55 61 9735-1900
U00517,Felipe,Jesus,casa-grandefernando@example.net,62399130600.0,1989-05-16,Outro,SP,Casado/a,Autônomo,Outro,Média,2023-02-07,Android,+55 (071) 2594 1470
U01949,Sara,das Neves,hfreitas@example.org,93003725074.0,1982-02-25,F,PE,Casado/a,Autônomo,Ensino Médio,Média,2023-02-07,iOS,+55 (031) 7494-9199
U02974,Luigi,Barbosa,emanuellavieira@example.org,35846542818.0,1970-01-01,Outro,DF,Casado/a,Desempregado,Ensino Médio,Alta,2023-02-07,Android,+55 51 0738 8529
U03452,Camila,Souza,luiz-henriquesampaio@example.net,19749974750.0,1999-12-05,Outro,RS,Casado/a,Empregado,Pós-graduação,Baixa,2023-02-07,Android,+55 (021) 9008 2666
U04243,Gustavo Henrique,Vargas,pastorvalentina@example.net,16385643090.0,1990-06-27,M,MG,Solteiro/a,Empregado,Superior,Baixa,2023-02-07,Android,41 5263 7283
U00513,Maria Cecília,Correia,castrojoao-gabriel@example.net,12357387428.0,1982-10-09,Outro,RJ,Divorciado/a,Empregado,Ensino Médio,Média,2023-02-08,iOS,81 4034-8450
U00992,Bruno,Cavalcante,fernandesliz@example.com,63893490881.0,1975-09-13,Outro,BA,Divorciado/a,Estudante,Técnico,Baixa,2023-02-08,iOS,31 2122-4561
U02209,João Miguel,Fernandes,wteixeira@example.com,91916726131.0,2002-11-29,F,BA,Solteiro/a,Empregado,Técnico,Baixa,2023-02-08,Android,+55 (071) 6986-4943
U02886,Gabrielly,Monteiro,davi-lucas48@example.com,54661362325.0,2004-04-03,Outro,DF,Solteiro/a,Desempregado,Técnico,Média,2023-02-08,Android,0300-805-6187
U03865,Lívia,Leão,wcirino@example.org,43913737023.0,1970-01-01,M,RJ,Solteiro/a,Estudante,Ensino Médio,Média,2023-02-08,Android,0300-188-8488
U00592,Emilly,Ramos,ada-luz@example.org,73441082232.0,1992-04-19,Outro,RJ,Casado/a,Aposentado,Técnico,Alta,2023-02-09,Android,(041) 5673 5731
U00943,Bernardo,Cavalcante,piresotavio@example.net,74176108909.0,1979-09-02,F,RS,Divorciado/a,Empregado,Ensino Médio,Média,2023-02-09,Android,+55 61 0285-5031
U02218,Luiz Fernando,Santos,macedodanilo@example.org,57385767522.0,1985-08-28,M,CE,Casado/a,Aposentado,Pós-graduação,Alta,2023-02-09,iOS,0800 857 9198
U04358,Isaque,Aparecida,isabellyribeiro@example.org,54861201134.0,1973-12-10,F,RS,Solteiro/a,Empregado,Pós-graduação,Alta,2023-02-09,iOS,(011) 4443-4352
U04685,Clara,Nascimento,matheusramos@example.net,21611607123.0,2003-06-24,M,SP,Viúvo/a,Aposentado,Outro,Alta,2023-02-09,Android,+55 (051) 8255 4447
U02259,Bianca,Cavalcante,benicio90@example.com,99498182966.0,1993-12-09,Outro,PR,Divorciado/a,Empregado,Técnico,Média,2023-02-10,iOS,+55 (081) 6092-2886
U00118,José,Ribeiro,castroantony@example.org,92773157811.0,1970-01-01,Outro,RJ,Viúvo/a,Estudante,Superior,Baixa,2023-02-11,iOS,0800-445-6240
U00921,Thiago,Mendes,ferreiraraquel@example.com,15902434217.0,1983-10-04,Outro,DF,Solteiro/a,Aposentado,Técnico,Alta,2023-02-11,Android,21 3638 4676
U02910,Vitória,Santos,fda-rosa@example.com,30990534790.0,1970-01-01,Outro,MG,Viúvo/a,Estudante,Ensino Médio,Alta,2023-02-11,Android,0800 294 3476
U04007,Arthur,Dias,theocastro@example.com,70882893075.0,1970-01-01,Outro,RS,Casado/a,Desempregado,Outro,Alta,2023-02-11,Android,(011) 0855-2345
U00400,Yan,da Luz,joaquimaraujo@example.org,38063881935.0,2003-03-20,Outro,CE,Casado/a,Aposentado,Técnico,Média,2023-02-12,Android,0500-017-4357
U00449,Lavínia,Viana,isadora76@example.com,32002397630.0,1971-11-02,Outro,RJ,Casado/a,Estudante,Ensino Médio,Alta,2023-02-12,iOS,+55 (051) 0929-3330
U04228,Clara,Novais,claricesilva@example.org,50016128732.0,1970-01-01,F,CE,Divorciado/a,Desempregado,Técnico,Média,2023-02-12,Android,(051) 7587-2500
U00708,Bianca,Mendonça,maria-isiscastro@example.net,60213828335.0,1994-01-20,Outro,CE,Casado/a,Empregado,Outro,Média,2023-02-13,iOS,+55 11 0428 4182
U04517,Ágatha,Cardoso,sjesus@example.org,37863341275.0,1993-03-12,Outro,CE,Viúvo/a,Autônomo,Superior,Baixa,2023-02-13,Android,+55 (031) 8318 6747
U00524,Brenda,Moura,epastor@example.com,31098854000.0,1982-01-02,Outro,DF,Solteiro/a,Aposentado,Superior,Alta,2023-02-14,Android,+55 (021) 5036 9115
U00617,Otto,Borges,antoniofernandes@example.com,53562814802.0,1996-12-11,Outro,BA,Solteiro/a,Desempregado,Técnico,Média,2023-02-14,iOS,+55 (011) 4618-9610
U01442,Brenda,da Rosa,lais71@example.org,45400822988.0,2006-12-26,F,DF,Casado/a,Estudante,Técnico,Baixa,2023-02-14,iOS,(084) 2257 7284
